UMUR_KSH,JANTINA,NEGERI,DAERAH,STRATA,Mean(TOTAL_PAKW_MAKANAN),Mean(p_rent),Mean(p_lain2)
9-11 BULAN,PEREMPUAN,SARAWAK,LUNDU,LUAR BANDAR,59.39,322.82,374.31
9-11 BULAN,PEREMPUAN,SARAWAK,SAMARAHAN,BANDAR,85.16,512.08,402.05
9-11 BULAN,PEREMPUAN,SARAWAK,SAMARAHAN,LUAR BANDAR,58.13,301.25,262.12
9-11 BULAN,PEREMPUAN,SARAWAK,SERIAN,BANDAR,82.51,373.64,379.86
9-11 BULAN,PEREMPUAN,SARAWAK,SERIAN,LUAR BANDAR,56.37,310.04,288.12
9-11 BULAN,PEREMPUAN,SARAWAK,SIMUNJAN,LUAR BANDAR,57.56,248.72,263.87
9-11 BULAN,PEREMPUAN,SARAWAK,SRI AMAN,BANDAR,76.41,347.03,399.75
9-11 BULAN,PEREMPUAN,SARAWAK,SRI AMAN,LUAR BANDAR,51.91,196.75,348
9-11 BULAN,PEREMPUAN,SARAWAK,LUBOK ANTU,BANDAR,55.75,178.91,446.84
9-11 BULAN,PEREMPUAN,SARAWAK,LUBOK ANTU,LUAR BANDAR,55.75,178.91,446.84
9-11 BULAN,PEREMPUAN,SARAWAK,BETONG,LUAR BANDAR,56.46,211.84,295.89
9-11 BULAN,PEREMPUAN,SARAWAK,SARATOK,LUAR BANDAR,57.61,200.55,388.94
9-11 BULAN,PEREMPUAN,SARAWAK,SARIKEI,BANDAR,69.99,416.85,490.47
9-11 BULAN,PEREMPUAN,SARAWAK,SARIKEI,LUAR BANDAR,51.61,120.4,300.28
9-11 BULAN,PEREMPUAN,SARAWAK,MARADONG,BANDAR,67.76,351.44,311.17
9-11 BULAN,PEREMPUAN,SARAWAK,MARADONG,LUAR BANDAR,55.45,104.12,261.53
9-11 BULAN,PEREMPUAN,SARAWAK,DARO,LUAR BANDAR,54.23,226.72,350.78
9-11 BULAN,PEREMPUAN,SARAWAK,JULAU,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,JULAU,LUAR BANDAR,56.51,107.09,327.58
9-11 BULAN,PEREMPUAN,SARAWAK,SIBU,BANDAR,65.78,534.95,445.44
9-11 BULAN,PEREMPUAN,SARAWAK,SIBU,LUAR BANDAR,53.89,198.39,354.03
9-11 BULAN,PEREMPUAN,SARAWAK,DALAT,LUAR BANDAR,54.59,292.42,402.24
9-11 BULAN,PEREMPUAN,SARAWAK,MUKAH,BANDAR,68.54,436.87,436.59
9-11 BULAN,PEREMPUAN,SARAWAK,MUKAH,LUAR BANDAR,51.5,294.55,357.52
9-11 BULAN,PEREMPUAN,SARAWAK,KANOWIT,LUAR BANDAR,53.58,280.96,316.51
9-11 BULAN,PEREMPUAN,SARAWAK,BINTULU,BANDAR,74.99,641.17,420.36
9-11 BULAN,PEREMPUAN,SARAWAK,BINTULU,LUAR BANDAR,58.92,271.1,368.49
9-11 BULAN,PEREMPUAN,SARAWAK,TATAU,LUAR BANDAR,58.19,338.74,338.74
9-11 BULAN,PEREMPUAN,SARAWAK,KAPIT,BANDAR,77.13,398.17,501.71
9-11 BULAN,PEREMPUAN,SARAWAK,KAPIT,LUAR BANDAR,54.24,200.88,488.14
9-11 BULAN,PEREMPUAN,SARAWAK,SONG,LUAR BANDAR,55.8,219.69,638.59
9-11 BULAN,PEREMPUAN,SARAWAK,BELAGA,LUAR BANDAR,53.41,216.79,453.45
9-11 BULAN,PEREMPUAN,SARAWAK,MIRI,BANDAR,78.28,581.8,431.43
9-11 BULAN,PEREMPUAN,SARAWAK,MIRI,LUAR BANDAR,59.21,307.32,422.54
9-11 BULAN,PEREMPUAN,SARAWAK,MARUDI,LUAR BANDAR,57.92,264.83,368.49
9-11 BULAN,PEREMPUAN,SARAWAK,LIMBANG,BANDAR,73.36,346.23,391.7
9-11 BULAN,PEREMPUAN,SARAWAK,LIMBANG,LUAR BANDAR,57.64,253.05,300.63
9-11 BULAN,PEREMPUAN,SARAWAK,LAWAS,LUAR BANDAR,52.83,367.16,384.86
9-11 BULAN,PEREMPUAN,SARAWAK,MATU,LUAR BANDAR,56.12,232.15,359.02
9-11 BULAN,PEREMPUAN,SARAWAK,ASAJAYA,LUAR BANDAR,63.7,291.05,234.7
9-11 BULAN,PEREMPUAN,SARAWAK,PAKAN,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,PAKAN,LUAR BANDAR,56.65,85.32,287.95
9-11 BULAN,PEREMPUAN,SARAWAK,SELANGAU,LUAR BANDAR,51.5,175.07,531.58
9-11 BULAN,PEREMPUAN,SARAWAK,TEBEDU,LUAR BANDAR,53.5,109.32,498.01
9-11 BULAN,PEREMPUAN,SARAWAK,PUSA,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,PUSA,LUAR BANDAR,54.56,268.03,190.81
9-11 BULAN,PEREMPUAN,SARAWAK,KABONG,LUAR BANDAR,58.77,239.57,242.86
9-11 BULAN,PEREMPUAN,SARAWAK,TANJUNG MANIS,LUAR BANDAR,53.7,128.01,343.83
9-11 BULAN,PEREMPUAN,SARAWAK,SEBAUH,LUAR BANDAR,60.18,273.56,343.54
9-11 BULAN,PEREMPUAN,SARAWAK,BUKIT MABONG,LUAR BANDAR,54.63,211.65,426.13
9-11 BULAN,PEREMPUAN,SARAWAK,SUBIS,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,SUBIS,LUAR BANDAR,59.7,114.68,366.61
9-11 BULAN,PEREMPUAN,SARAWAK,BELURU,LUAR BANDAR,61.76,156.88,358.23
9-11 BULAN,PEREMPUAN,SARAWAK,TELANG USAN,LUAR BANDAR,56.43,211.58,307.14
9-11 BULAN,PEREMPUAN,SARAWAK,GEDONG,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,GEDONG,LUAR BANDAR,57.15,245.75,339.96
9-11 BULAN,PEREMPUAN,SARAWAK,SEBUYAU,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,SEBUYAU,LUAR BANDAR,57.15,245.75,339.96
9-11 BULAN,PEREMPUAN,SARAWAK,SIBURAN,BANDAR,74.57,533.08,426.1
9-11 BULAN,PEREMPUAN,SARAWAK,SIBURAN,LUAR BANDAR,57.15,245.75,339.96
9-11 BULAN,PEREMPUAN,SARAWAK,PANTU,LUAR BANDAR,57.15,245.75,339.96
9-11 BULAN,PEREMPUAN,SARAWAK,LINGGA,LUAR BANDAR,57.15,245.75,339.96
9-11 BULAN,PEREMPUAN,W.P. KUALA LUMPUR,KUALA LUMPUR,BANDAR,76.39,1114.37,700.06
9-11 BULAN,PEREMPUAN,W.P. LABUAN,LABUAN,BANDAR,56.19,552.51,358.31
9-11 BULAN,PEREMPUAN,W.P. LABUAN,LABUAN,LUAR BANDAR,58.95,594.32,355.25
9-11 BULAN,PEREMPUAN,W.P. PUTRAJAYA,PUTRAJAYA,BANDAR,67.01,1034.59,802.07
9-11 BULAN,RAGU,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,69.54,511.92,512.03
9-11 BULAN,RAGU,SELANGOR,PETALING,BANDAR,92.22,905.22,705.96
9-11 BULAN,RAGU,SABAH,KOTA KINABALU,BANDAR,53.91,586.49,407.64
9-11 BULAN,RAGU,SABAH,KUDAT,BANDAR,54.21,451.79,361.03
9-11 BULAN,RAGU,SABAH,TENOM,LUAR BANDAR,48.06,374.29,291.79
10-12 TAHUN,LELAKI,JOHOR,BATU PAHAT,BANDAR,380.94,463.36,537.08
10-12 TAHUN,LELAKI,JOHOR,BATU PAHAT,LUAR BANDAR,368.57,383.49,449.01
10-12 TAHUN,LELAKI,JOHOR,JOHOR BAHRU,BANDAR,416.27,741.36,635.83
10-12 TAHUN,LELAKI,JOHOR,JOHOR BAHRU,LUAR BANDAR,389.8,481.16,471.03
10-12 TAHUN,LELAKI,JOHOR,KLUANG,TIDAK PASTI,381.83,399.75,572.65
10-12 TAHUN,LELAKI,JOHOR,KLUANG,BANDAR,393.38,411.76,577.29
10-12 TAHUN,LELAKI,JOHOR,KLUANG,LUAR BANDAR,366.27,368.68,560.63
10-12 TAHUN,LELAKI,JOHOR,KOTA TINGGI,BANDAR,385.04,518.62,545.75
10-12 TAHUN,LELAKI,JOHOR,KOTA TINGGI,LUAR BANDAR,379.53,453.12,468.7
10-12 TAHUN,LELAKI,JOHOR,MERSING,BANDAR,397.05,353.06,492.79
10-12 TAHUN,LELAKI,JOHOR,MERSING,LUAR BANDAR,372.29,349.27,523.52
10-12 TAHUN,LELAKI,JOHOR,MUAR,BANDAR,404.2,470.15,466.74
10-12 TAHUN,LELAKI,JOHOR,MUAR,LUAR BANDAR,372.12,366.12,409.1
10-12 TAHUN,LELAKI,JOHOR,PONTIAN,BANDAR,378.38,541.86,532.4
10-12 TAHUN,LELAKI,JOHOR,PONTIAN,LUAR BANDAR,375.04,382.86,447.32
10-12 TAHUN,LELAKI,JOHOR,SEGAMAT,BANDAR,388.25,456.07,545.87
10-12 TAHUN,LELAKI,JOHOR,SEGAMAT,LUAR BANDAR,375.52,413.55,481.78
10-12 TAHUN,LELAKI,JOHOR,KULAI,BANDAR,381.88,602.81,582.33
10-12 TAHUN,LELAKI,JOHOR,KULAI,LUAR BANDAR,376.53,397.68,484.58
10-12 TAHUN,LELAKI,JOHOR,TANGKAK,BANDAR,388.13,412.07,490.33
10-12 TAHUN,LELAKI,JOHOR,TANGKAK,LUAR BANDAR,394.33,350.92,373.63
10-12 TAHUN,LELAKI,KEDAH,BALING,BANDAR,390.24,254.34,372.7
10-12 TAHUN,LELAKI,KEDAH,BALING,LUAR BANDAR,381.7,195.73,301.26
10-12 TAHUN,LELAKI,KEDAH,BANDAR BAHARU,BANDAR,395.46,202.95,345.36
10-12 TAHUN,LELAKI,KEDAH,BANDAR BAHARU,LUAR BANDAR,374.93,207.35,323.81
10-12 TAHUN,LELAKI,KEDAH,KOTA SETAR,BANDAR,389.45,337.91,472.27
10-12 TAHUN,LELAKI,KEDAH,KOTA SETAR,LUAR BANDAR,403.42,266.68,374.45
10-12 TAHUN,LELAKI,KEDAH,KUALA MUDA,BANDAR,402,335.65,397.9
10-12 TAHUN,LELAKI,KEDAH,KUALA MUDA,LUAR BANDAR,381.17,204.39,314.85
10-12 TAHUN,LELAKI,KEDAH,KUBANG PASU,BANDAR,400.74,386.22,459.15
10-12 TAHUN,LELAKI,KEDAH,KUBANG PASU,LUAR BANDAR,367.79,264.62,343.41
10-12 TAHUN,LELAKI,KEDAH,KULIM,BANDAR,401.48,324.06,374.36
10-12 TAHUN,LELAKI,KEDAH,KULIM,LUAR BANDAR,377.57,227.66,358.64
10-12 TAHUN,LELAKI,KEDAH,LANGKAWI,BANDAR,362.27,305.5,319.06
10-12 TAHUN,LELAKI,KEDAH,LANGKAWI,LUAR BANDAR,375.31,317.66,294.14
10-12 TAHUN,LELAKI,KEDAH,PADANG TERAP,BANDAR,365.12,231.58,401.43
10-12 TAHUN,LELAKI,KEDAH,PADANG TERAP,LUAR BANDAR,365.12,231.58,401.43
10-12 TAHUN,LELAKI,KEDAH,SIK,BANDAR,382.89,253.73,424.98
10-12 TAHUN,LELAKI,KEDAH,SIK,LUAR BANDAR,398.27846314325416,247.82374826147455,344.08020166898484
10-12 TAHUN,LELAKI,KEDAH,YAN,BANDAR,370.71,251.36,417.3
10-12 TAHUN,LELAKI,KEDAH,YAN,LUAR BANDAR,396.08,258.38,295.84
10-12 TAHUN,LELAKI,KEDAH,PENDANG,BANDAR,410.29,291.66,379.05
10-12 TAHUN,LELAKI,KEDAH,PENDANG,LUAR BANDAR,403.57,246.43,401.63
10-12 TAHUN,LELAKI,KEDAH,POKOK SENA,BANDAR,402.5,301.62,506.8
10-12 TAHUN,LELAKI,KEDAH,POKOK SENA,LUAR BANDAR,417.66,275.95,427.8
10-12 TAHUN,LELAKI,KELANTAN,BACHOK,BANDAR,367.33,239.71,178.05
10-12 TAHUN,LELAKI,KELANTAN,BACHOK,LUAR BANDAR,367.33,239.71,178.05
10-12 TAHUN,LELAKI,KELANTAN,KOTA BHARU,BANDAR,392.76,339.93,322.09
10-12 TAHUN,LELAKI,KELANTAN,KOTA BHARU,LUAR BANDAR,379.16,257.21,251.89
10-12 TAHUN,LELAKI,KELANTAN,MACHANG,BANDAR,377.36,316.27,315.58
10-12 TAHUN,LELAKI,KELANTAN,MACHANG,LUAR BANDAR,363.82,231.47,183.19
10-12 TAHUN,LELAKI,KELANTAN,PASIR MAS,BANDAR,390.01,267.95,280
10-12 TAHUN,LELAKI,KELANTAN,PASIR MAS,LUAR BANDAR,370.55,254.52,255.09
10-12 TAHUN,LELAKI,KELANTAN,PASIR PUTEH,BANDAR,382.3,306.28,338.66
10-12 TAHUN,LELAKI,KELANTAN,PASIR PUTEH,LUAR BANDAR,363.24,239.96,293.7
10-12 TAHUN,LELAKI,KELANTAN,TANAH MERAH,BANDAR,379.49,268.25,238.22
10-12 TAHUN,LELAKI,KELANTAN,TANAH MERAH,LUAR BANDAR,360.61,215.2,218.79
10-12 TAHUN,LELAKI,KELANTAN,TUMPAT,BANDAR,376.58,279.62,270.33
10-12 TAHUN,LELAKI,KELANTAN,TUMPAT,LUAR BANDAR,369.34,247.66,244.61
10-12 TAHUN,LELAKI,KELANTAN,GUA MUSANG,BANDAR,383.53,278.88,372.74
10-12 TAHUN,LELAKI,KELANTAN,GUA MUSANG,LUAR BANDAR,373.95,249.4,342.57
10-12 TAHUN,LELAKI,KELANTAN,KUALA KRAI,BANDAR,387.46,297.23,385.67
10-12 TAHUN,LELAKI,KELANTAN,KUALA KRAI,LUAR BANDAR,352.65,203.91,212.63
10-12 TAHUN,LELAKI,KELANTAN,JELI,BANDAR,380.52,247.7,255.59
10-12 TAHUN,LELAKI,KELANTAN,JELI,LUAR BANDAR,380.52,247.7,255.59
10-12 TAHUN,LELAKI,KELANTAN,JAJAHAN KECIL LOJING,BANDAR,385.63,319.64,314.39
10-12 TAHUN,LELAKI,KELANTAN,JAJAHAN KECIL LOJING,LUAR BANDAR,365.02,112.86,132.21
10-12 TAHUN,LELAKI,MELAKA,ALOR GAJAH,BANDAR,442.57,403.6,543.76
10-12 TAHUN,LELAKI,MELAKA,ALOR GAJAH,LUAR BANDAR,406.49,312.05,511.84
10-12 TAHUN,LELAKI,MELAKA,JASIN,BANDAR,428.04,330.88,535.33
10-12 TAHUN,LELAKI,MELAKA,JASIN,LUAR BANDAR,396.83,322.44,531.15
10-12 TAHUN,LELAKI,MELAKA,MELAKA TENGAH,BANDAR,454.35,462.82,665.14
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,JELEBU,BANDAR,403.53,343.47,502.58
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,JELEBU,LUAR BANDAR,403.53,343.47,502.58
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,KUALA PILAH,BANDAR,404.74,381.49,481.93
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,KUALA PILAH,LUAR BANDAR,412.54,267.88,434.42
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,PORT DICKSON,BANDAR,392.31,423.9,465.71
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,PORT DICKSON,LUAR BANDAR,399.63,334.87,447.67
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,REMBAU,BANDAR,403.28,487.01,496.96
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,REMBAU,LUAR BANDAR,420.95,363.03,427.71
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,SEREMBAN,TIDAK PASTI,416.37,501.71,502.86
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,SEREMBAN,BANDAR,416.09,508.49,505.26
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,SEREMBAN,LUAR BANDAR,412.16,390.95,463.65
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,TAMPIN,BANDAR,397.46,396.31,471.35
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,TAMPIN,LUAR BANDAR,399.85,267.08,472.48
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,JEMPOL,BANDAR,390.29,410.04,461.46
10-12 TAHUN,LELAKI,NEGERI SEMBILAN,JEMPOL,LUAR BANDAR,385.84,282.54,393.95
10-12 TAHUN,LELAKI,PAHANG,BENTONG,BANDAR,447.26,469.8,463.94
10-12 TAHUN,LELAKI,PAHANG,BENTONG,LUAR BANDAR,406.55,476.49,447.69
10-12 TAHUN,LELAKI,PAHANG,CAMERON HIGHLANDS,BANDAR,456.92,432.65,419.71
10-12 TAHUN,LELAKI,PAHANG,CAMERON HIGHLANDS,LUAR BANDAR,418.35,494.54,486.52
10-12 TAHUN,LELAKI,PAHANG,JERANTUT,BANDAR,449.67,387.93,456.87
10-12 TAHUN,LELAKI,PAHANG,JERANTUT,LUAR BANDAR,402.97,297.86,434.91
10-12 TAHUN,LELAKI,PAHANG,KUANTAN,TIDAK PASTI,411.48,406.3,426.56
10-12 TAHUN,LELAKI,PAHANG,KUANTAN,BANDAR,425.34,425.09,444.24
10-12 TAHUN,LELAKI,PAHANG,KUANTAN,LUAR BANDAR,395.23,303.28,329.63
10-12 TAHUN,LELAKI,PAHANG,LIPIS,BANDAR,454.52,439.8,507.54
10-12 TAHUN,LELAKI,PAHANG,LIPIS,LUAR BANDAR,397.97,324,389.5
10-12 TAHUN,LELAKI,PAHANG,PEKAN,BANDAR,453.86,329.14,379.48
10-12 TAHUN,LELAKI,PAHANG,PEKAN,LUAR BANDAR,388.72,217.2,366.58
10-12 TAHUN,LELAKI,PAHANG,RAUB,BANDAR,448.44,473.12,455.97
10-12 TAHUN,LELAKI,PAHANG,RAUB,LUAR BANDAR,394.55,368.37,418.89
10-12 TAHUN,LELAKI,PAHANG,TEMERLOH,BANDAR,452.16,431.26,426.69
10-12 TAHUN,LELAKI,PAHANG,TEMERLOH,LUAR BANDAR,404.54,339.18,414.02
10-12 TAHUN,LELAKI,PAHANG,ROMPIN,BANDAR,427.65,367.64,440.2
10-12 TAHUN,LELAKI,PAHANG,ROMPIN,LUAR BANDAR,402.74,340.26,396.62
10-12 TAHUN,LELAKI,PAHANG,MARAN,BANDAR,435.13,388.72,480.06
10-12 TAHUN,LELAKI,PAHANG,MARAN,LUAR BANDAR,385.04,316.41,421.79
10-12 TAHUN,LELAKI,PAHANG,BERA,BANDAR,456.71,466.18,513.28
10-12 TAHUN,LELAKI,PAHANG,BERA,LUAR BANDAR,407.54,302.43,432.97
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI TENGAH,BANDAR,406.58,522.31,507.84
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI TENGAH,LUAR BANDAR,380.55,318.15,300.61
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI UTARA,BANDAR,424.25,479.08,450.28
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI UTARA,LUAR BANDAR,376.04,263.2,317.5
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI SELATAN,BANDAR,423.06,511.92,512.03
10-12 TAHUN,LELAKI,PULAU PINANG,SEBERANG PERAI SELATAN,LUAR BANDAR,385.16,269.96,357.14
10-12 TAHUN,LELAKI,PULAU PINANG,TIMUR LAUT,BANDAR,440.48,863.61,672.63
10-12 TAHUN,LELAKI,PULAU PINANG,BARAT DAYA,BANDAR,424.56,773.25,592.29
10-12 TAHUN,LELAKI,PULAU PINANG,BARAT DAYA,LUAR BANDAR,414.84,652.81,508.44
10-12 TAHUN,LELAKI,PERAK,BATANG PADANG,BANDAR,394.89,383.99,523.82
10-12 TAHUN,LELAKI,PERAK,BATANG PADANG,LUAR BANDAR,352.87,287.87,371.89
10-12 TAHUN,LELAKI,PERAK,MANJUNG,BANDAR,402.49,418.25,407.83
10-12 TAHUN,LELAKI,PERAK,MANJUNG,LUAR BANDAR,388.17,247.15,278.69
10-12 TAHUN,LELAKI,PERAK,KINTA,BANDAR,405.79,436.15,459.7
10-12 TAHUN,LELAKI,PERAK,KINTA,LUAR BANDAR,377.69,434.91,373.91
10-12 TAHUN,LELAKI,PERAK,KERIAN,BANDAR,371.4,279.83,349.44
10-12 TAHUN,LELAKI,PERAK,KERIAN,LUAR BANDAR,368.86,248.51,257.84
10-12 TAHUN,LELAKI,PERAK,KUALA KANGSAR,BANDAR,401.61,314.27,409.41
10-12 TAHUN,LELAKI,PERAK,KUALA KANGSAR,LUAR BANDAR,364.46,285.6,293.49
10-12 TAHUN,LELAKI,PERAK,LARUT DAN MATANG,BANDAR,383.71,371.9,381.52
10-12 TAHUN,LELAKI,PERAK,LARUT DAN MATANG,LUAR BANDAR,380.88,268.76,341.47
10-12 TAHUN,LELAKI,PERAK,HILIR PERAK,BANDAR,368.38,359.33,388.68
10-12 TAHUN,LELAKI,PERAK,HILIR PERAK,LUAR BANDAR,358.07,275.99,274.8
10-12 TAHUN,LELAKI,PERAK,HULU PERAK,BANDAR,406.42,300.36,339.11
10-12 TAHUN,LELAKI,PERAK,HULU PERAK,LUAR BANDAR,368.53,225.73,298.41
10-12 TAHUN,LELAKI,PERAK,PERAK TENGAH,BANDAR,388.34,435.12,483.07
10-12 TAHUN,LELAKI,PERAK,PERAK TENGAH,LUAR BANDAR,351.39,261.64,316.95
10-12 TAHUN,LELAKI,PERAK,KAMPAR,BANDAR,388.71,335.91,425.08
10-12 TAHUN,LELAKI,PERAK,KAMPAR,LUAR BANDAR,373.11,239.18,368
10-12 TAHUN,LELAKI,PERAK,MUALLIM,BANDAR,391.13,363.79,513.94
10-12 TAHUN,LELAKI,PERAK,MUALLIM,LUAR BANDAR,354.77,296.46,360.75
10-12 TAHUN,LELAKI,PERAK,BAGAN DATUK,BANDAR,387.43,340.55,371.07
10-12 TAHUN,LELAKI,PERAK,BAGAN DATUK,LUAR BANDAR,360.54,267.17,326.49
10-12 TAHUN,LELAKI,PERAK,SELAMA,BANDAR,388.12,401.99,436.76
10-12 TAHUN,LELAKI,PERAK,SELAMA,LUAR BANDAR,382.69,305.59,321.17
10-12 TAHUN,LELAKI,PERLIS,PERLIS,TIDAK PASTI,387.73,311.5,409.91
10-12 TAHUN,LELAKI,PERLIS,PERLIS,BANDAR,387.73,311.5,409.91
10-12 TAHUN,LELAKI,PERLIS,PERLIS,LUAR BANDAR,375.13,282.07,370.31
10-12 TAHUN,LELAKI,SELANGOR,GOMBAK,BANDAR,446.67,596.96,547.96
10-12 TAHUN,LELAKI,SELANGOR,GOMBAK,LUAR BANDAR,441.32,319.67,425.64
10-12 TAHUN,LELAKI,SELANGOR,KLANG,BANDAR,480.04,653.59,554.16
10-12 TAHUN,LELAKI,SELANGOR,KLANG,LUAR BANDAR,431.98,338.34,341.62
10-12 TAHUN,LELAKI,SELANGOR,KUALA LANGAT,BANDAR,450.95,638.4,505.78
10-12 TAHUN,LELAKI,SELANGOR,KUALA LANGAT,LUAR BANDAR,449.13,599.08,474.26
10-12 TAHUN,LELAKI,SELANGOR,KUALA SELANGOR,BANDAR,455.62,645.55,532.85
10-12 TAHUN,LELAKI,SELANGOR,KUALA SELANGOR,LUAR BANDAR,463.85,442.82,497.74
10-12 TAHUN,LELAKI,SELANGOR,PETALING,BANDAR,506.55,905.22,705.96
10-12 TAHUN,LELAKI,SELANGOR,SABAK BERNAM,BANDAR,461.75,489.32,479.7
10-12 TAHUN,LELAKI,SELANGOR,SABAK BERNAM,LUAR BANDAR,443.74,489.75,462.5
10-12 TAHUN,LELAKI,SELANGOR,SEPANG,BANDAR,482.64,863.28,600.67
10-12 TAHUN,LELAKI,SELANGOR,SEPANG,LUAR BANDAR,433.1,679.75,612.54
10-12 TAHUN,LELAKI,SELANGOR,HULU LANGAT,BANDAR,488.06,757.28,507.71
10-12 TAHUN,LELAKI,SELANGOR,HULU LANGAT,LUAR BANDAR,432.73,535.03,404.23
10-12 TAHUN,LELAKI,SELANGOR,HULU SELANGOR,BANDAR,441.62,388.23,459.77
10-12 TAHUN,LELAKI,SELANGOR,HULU SELANGOR,LUAR BANDAR,445.89,444.95,511.52
10-12 TAHUN,LELAKI,TERENGGANU,BESUT,BANDAR,390.38,262.31,347
10-12 TAHUN,LELAKI,TERENGGANU,BESUT,LUAR BANDAR,366.31,271.75,291.97
10-12 TAHUN,LELAKI,TERENGGANU,DUNGUN,BANDAR,416.16,370.77,384.93
10-12 TAHUN,LELAKI,TERENGGANU,DUNGUN,LUAR BANDAR,403.68,288.77,324.99
10-12 TAHUN,LELAKI,TERENGGANU,KEMAMAN,BANDAR,398.15,419.25,433.44
10-12 TAHUN,LELAKI,TERENGGANU,KEMAMAN,LUAR BANDAR,391.56,346.68,389.74
10-12 TAHUN,LELAKI,TERENGGANU,KUALA TERENGGANU,BANDAR,408.87,338.88,348.9
10-12 TAHUN,LELAKI,TERENGGANU,KUALA TERENGGANU,LUAR BANDAR,400.9,348.19,289.51
10-12 TAHUN,LELAKI,TERENGGANU,MARANG,BANDAR,399.75,352.87,366.69
10-12 TAHUN,LELAKI,TERENGGANU,MARANG,LUAR BANDAR,393.7,362.4,359.33
10-12 TAHUN,LELAKI,TERENGGANU,HULU TERENGGANU,BANDAR,402.45,390.85,524.76
10-12 TAHUN,LELAKI,TERENGGANU,HULU TERENGGANU,LUAR BANDAR,395.36,339.34,351.37
10-12 TAHUN,LELAKI,TERENGGANU,SETIU,BANDAR,410.59,363.37,391.55
10-12 TAHUN,LELAKI,TERENGGANU,SETIU,LUAR BANDAR,377.82,262.59,335.9
10-12 TAHUN,LELAKI,TERENGGANU,KUALA NERUS,BANDAR,403.41,376.43,441.8
10-12 TAHUN,LELAKI,TERENGGANU,KUALA NERUS,LUAR BANDAR,389.16,335.76,383.52
10-12 TAHUN,LELAKI,SABAH,TAWAU,BANDAR,364.3,531.63,302.95
10-12 TAHUN,LELAKI,SABAH,TAWAU,LUAR BANDAR,357.85,358,238.63
10-12 TAHUN,LELAKI,SABAH,LAHAD DATU,BANDAR,364.82,377.56,334.84
10-12 TAHUN,LELAKI,SABAH,LAHAD DATU,LUAR BANDAR,358.92,318.41,301.88
10-12 TAHUN,LELAKI,SABAH,SEMPORNA,BANDAR,360.94,398.31,250.53
10-12 TAHUN,LELAKI,SABAH,SEMPORNA,LUAR BANDAR,348.35,261.66,169.91
10-12 TAHUN,LELAKI,SABAH,SANDAKAN,BANDAR,395.88,504.79,320.4
10-12 TAHUN,LELAKI,SABAH,SANDAKAN,LUAR BANDAR,398.45,349.88,177.77
10-12 TAHUN,LELAKI,SABAH,KINABATANGAN,BANDAR,402.99,372.44,274.52
10-12 TAHUN,LELAKI,SABAH,KINABATANGAN,LUAR BANDAR,386.57,385.91,211.61
10-12 TAHUN,LELAKI,SABAH,BELURAN,BANDAR,409.01,298.65,298.65
10-12 TAHUN,LELAKI,SABAH,BELURAN,LUAR BANDAR,409.01,298.65,298.65
10-12 TAHUN,LELAKI,SABAH,KOTA KINABALU,BANDAR,369.57,586.49,407.64
10-12 TAHUN,LELAKI,SABAH,KOTA KINABALU,LUAR BANDAR,369.73,295.6,313.37
10-12 TAHUN,LELAKI,SABAH,RANAU,BANDAR,415.58,394.06,297.73
10-12 TAHUN,LELAKI,SABAH,RANAU,LUAR BANDAR,380.72,353.67,285.84
10-12 TAHUN,LELAKI,SABAH,KOTA BELUD,BANDAR,385.92,472.75,338.03
10-12 TAHUN,LELAKI,SABAH,KOTA BELUD,LUAR BANDAR,374.63,355.15,244.97
10-12 TAHUN,LELAKI,SABAH,TUARAN,BANDAR,367.33,404.55,361.95
10-12 TAHUN,LELAKI,SABAH,TUARAN,LUAR BANDAR,379.98,429.08,298.57
